,Date,Time,Latitude,Longitude,DateTime
0,2011-08-29,6:56:58 PM,42.3916233333333,-88.0891633333333,2011-08-29 18:56:58
1,2011-08-29,6:57:08 PM,42.3913483333333,-88.0891633333333,2011-08-29 18:57:08
2,2011-08-29,6:57:18 PM,42.3910216666667,-88.0891566666667,2011-08-29 18:57:18
3,2011-08-29,6:57:28 PM,42.3906366666667,-88.0891583333333,2011-08-29 18:57:28
4,2011-08-29,6:57:38 PM,42.390409999999996,-88.0888583333333,2011-08-29 18:57:38
5,2011-08-29,6:57:48 PM,42.390395,-88.08831500000001,2011-08-29 18:57:48
6,2011-08-29,6:57:58 PM,42.3906733333333,-88.0880016666667,2011-08-29 18:57:58
7,2011-08-29,6:58:08 PM,42.391026666666704,-88.0880016666667,2011-08-29 18:58:08
8,2011-08-29,6:58:18 PM,42.391403333333294,-88.0880033333333,2011-08-29 18:58:18
9,2011-08-29,6:58:28 PM,42.391718333333294,-88.08799499999999,2011-08-29 18:58:28
10,2011-08-29,6:58:38 PM,42.392038333333296,-88.0879883333333,2011-08-29 18:58:38
11,2011-08-29,6:58:48 PM,42.39241,-88.0880783333333,2011-08-29 18:58:48
12,2011-08-29,6:58:58 PM,42.3928,-88.0883316666667,2011-08-29 18:58:58
13,2011-08-29,6:59:08 PM,42.3932566666667,-88.08837,2011-08-29 18:59:08
14,2011-08-29,6:59:18 PM,42.3936,-88.0882316666667,2011-08-29 18:59:18
15,2011-08-29,7:00:08 PM,42.3932033333333,-88.0884166666667,2011-08-29 19:00:08
16,2011-08-29,7:00:18 PM,42.3927916666667,-88.0883116666667,2011-08-29 19:00:18
17,2011-08-29,7:00:28 PM,42.3924766666667,-88.08821,2011-08-29 19:00:28
18,2011-08-29,7:00:38 PM,42.392385,-88.08869666666669,2011-08-29 19:00:38
19,2011-08-29,7:00:48 PM,42.392098333333294,-88.0891133333333,2011-08-29 19:00:48
20,2011-08-29,7:00:58 PM,42.392179999999996,-88.0894983333333,2011-08-29 19:00:58
21,2011-08-29,7:01:08 PM,42.3924283333333,-88.08979000000001,2011-08-29 19:01:08
22,2011-08-29,7:01:18 PM,42.3927216666667,-88.09004166666669,2011-08-29 19:01:18
23,2011-08-29,7:01:28 PM,42.3929583333333,-88.0903,2011-08-29 19:01:28
24,2011-08-29,7:01:38 PM,42.392990000000005,-88.09089499999999,2011-08-29 19:01:38
25,2011-08-29,7:01:48 PM,42.393001666666706,-88.0916116666667,2011-08-29 19:01:48
26,2011-08-29,7:01:58 PM,42.3930083333333,-88.09201,2011-08-29 19:01:58
27,2011-08-29,7:02:08 PM,42.39302,-88.0925483333333,2011-08-29 19:02:08
28,2011-08-29,7:02:18 PM,42.39310333333329,-88.0931816666667,2011-08-29 19:02:18
29,2011-08-29,7:02:28 PM,42.3931183333333,-88.0937366666667,2011-08-29 19:02:28
30,2011-08-29,7:02:38 PM,42.393423333333295,-88.09389499999999,2011-08-29 19:02:38
31,2011-08-29,7:02:48 PM,42.3937433333333,-88.094075,2011-08-29 19:02:48
32,2011-08-29,7:02:58 PM,42.394104999999996,-88.09425,2011-08-29 19:02:58
33,2011-08-29,7:03:08 PM,42.394478333333296,-88.0942233333333,2011-08-29 19:03:08
34,2011-08-29,7:03:18 PM,42.394859999999994,-88.0941983333333,2011-08-29 19:03:18
35,2011-08-29,7:03:28 PM,42.395084999999995,-88.094515,2011-08-29 19:03:28
36,2011-08-29,7:03:38 PM,42.395095,-88.0950266666667,2011-08-29 19:03:38
37,2011-08-29,7:03:48 PM,42.395078333333295,-88.09552,2011-08-29 19:03:48
38,2011-08-29,7:03:58 PM,42.395351666666706,-88.09577166666669,2011-08-29 19:03:58
