Date,Time,Latitude,Longitude
2011-09-07,7:52:52 PM,41.9814333333333,-87.7877766666667
2011-09-07,7:53:02 PM,41.9809983333333,-87.7877783333333
2011-09-07,7:53:12 PM,41.98056,-87.7877616666667
2011-09-07,7:53:22 PM,41.9801983333333,-87.7877583333333
2011-09-07,7:53:32 PM,41.9797516666667,-87.787765
2011-09-07,7:53:42 PM,41.9793516666667,-87.7877533333333
2011-09-07,7:53:52 PM,41.97885,-87.7877633333333
2011-09-07,7:54:02 PM,41.9783983333333,-87.7877733333333
2011-09-07,7:54:12 PM,41.97799,-87.78776
2011-09-07,7:54:22 PM,41.977495,-87.7877783333333
2011-09-07,7:55:42 PM,41.9753733333333,-87.7878366666667
2011-09-07,7:55:52 PM,41.9748233333333,-87.7878416666667
2011-09-07,7:56:02 PM,41.9742833333333,-87.7878666666667
2011-09-07,7:56:12 PM,41.97381,-87.78788
2011-09-07,7:56:22 PM,41.9733533333333,-87.78788
2011-09-07,7:56:32 PM,41.972905,-87.7878933333333
2011-09-07,7:56:42 PM,41.9724466666667,-87.7878933333333
2011-09-07,7:56:52 PM,41.9719183333333,-87.7879216666667
2011-09-07,7:57:02 PM,41.9713833333333,-87.7879283333333
2011-09-07,7:57:12 PM,41.9708983333333,-87.78792
2011-09-07,7:57:22 PM,41.9704,-87.7879466666667
2011-09-07,7:57:32 PM,41.96987,-87.7879616666667
2011-09-07,7:57:42 PM,41.96934,-87.7879783333333
2011-09-07,7:58:12 PM,41.9685533333333,-87.788695
2011-09-07,7:58:22 PM,41.9685566666667,-87.7891083333333
2011-09-07,7:58:32 PM,41.9687633333333,-87.7891483333333
2011-09-07,7:59:02 PM,41.9688666666667,-87.789165
2011-09-07,7:59:12 PM,41.969145,-87.7891766666667
2011-09-07,7:59:22 PM,41.9694216666667,-87.7892016666667
2011-09-07,7:59:32 PM,41.9696916666667,-87.7892033333333
2011-09-07,7:59:52 PM,41.9702533333333,-87.7892466666667
2011-09-07,8:00:02 PM,41.9706483333333,-87.7892433333333
2011-09-07,8:00:12 PM,41.9709966666667,-87.7892333333333
2011-09-07,8:00:22 PM,41.9713833333333,-87.789225
2011-09-07,8:00:32 PM,41.97171,-87.7892266666667
2011-09-07,8:00:42 PM,41.972065,-87.7892483333333
2011-09-07,8:00:52 PM,41.972455,-87.7892433333333
2011-09-07,8:01:02 PM,41.97281,-87.7892466666667
2011-09-07,8:01:12 PM,41.9731466666667,-87.7892366666667
2011-09-07,8:01:22 PM,41.9734183333333,-87.7892183333333
2011-09-07,8:01:42 PM,41.9741016666667,-87.7892283333333
2011-09-07,8:01:52 PM,41.9745866666667,-87.7892166666667
2011-09-07,8:02:02 PM,41.9749483333333,-87.7892083333333
2011-09-07,8:02:32 PM,41.9754666666667,-87.7891733333333
2011-09-07,8:02:42 PM,41.9759533333333,-87.78916
2011-09-07,8:03:02 PM,41.9764283333333,-87.7891383333333
2011-09-07,8:03:12 PM,41.9768066666667,-87.7891483333333
2011-09-07,8:03:22 PM,41.9771966666667,-87.78914
2011-09-07,8:03:32 PM,41.9775283333333,-87.7891566666667
2011-09-07,8:03:42 PM,41.9779583333333,-87.7891516666667
2011-09-07,8:03:52 PM,41.97835,-87.7891633333333
2011-09-07,8:04:02 PM,41.978745,-87.7891433333333
2011-09-07,8:04:12 PM,41.97916,-87.7891316666667
2011-09-07,8:04:32 PM,41.9799,-87.789125
2011-09-07,8:04:42 PM,41.9804133333333,-87.7891183333333
2011-09-07,8:05:02 PM,41.980715,-87.7897016666667
2011-09-07,8:05:12 PM,41.9807516666667,-87.79012
2011-09-07,8:05:22 PM,41.980585,-87.7902266666667
2011-09-07,8:05:32 PM,41.9802516666667,-87.7902133333333
2011-09-07,8:05:42 PM,41.97995,-87.7902183333333
2011-09-07,8:05:52 PM,41.9795966666667,-87.7902083333333
2011-09-07,8:06:02 PM,41.9793116666667,-87.790195
2011-09-07,8:06:12 PM,41.979005,-87.7902033333333
2011-09-07,8:06:22 PM,41.9786366666667,-87.7902016666667
2011-09-07,8:06:32 PM,41.9783316666667,-87.7901983333333
2011-09-07,8:06:52 PM,41.97771,-87.790205
2011-09-07,8:07:02 PM,41.9773433333333,-87.7902133333333
2011-09-07,8:07:22 PM,41.9771066666667,-87.7902366666667
2011-09-07,8:07:32 PM,41.9767066666667,-87.7902233333333
2011-09-07,8:07:42 PM,41.9762983333333,-87.79024
2011-09-07,8:07:52 PM,41.975905,-87.7902516666667
2011-09-07,8:08:02 PM,41.9755883333333,-87.7902416666667
2011-09-07,8:08:12 PM,41.97526,-87.790225
2011-09-07,8:08:22 PM,41.9748033333333,-87.7902466666667
2011-09-07,8:08:32 PM,41.97428,-87.7902433333333
2011-09-07,8:08:42 PM,41.973785,-87.790255
2011-09-07,8:08:52 PM,41.973175,-87.7902683333333
2011-09-07,8:09:02 PM,41.972635,-87.79028
2011-09-07,8:09:12 PM,41.9722583333333,-87.7902966666667
2011-09-07,8:09:22 PM,41.9717033333333,-87.7903133333333
2011-09-07,8:09:32 PM,41.97111,-87.7903216666667
2011-09-07,8:09:42 PM,41.9706166666667,-87.79034
2011-09-07,8:09:52 PM,41.970415,-87.7904883333333
2011-09-07,8:10:32 PM,41.9708983333333,-87.7915066666667
2011-09-07,8:10:42 PM,41.971325,-87.7915033333333
2011-09-07,8:10:52 PM,41.9717933333333,-87.791505
