,Date,Time,Latitude,Longitude,DateTime
4411,2013-07-25,8:51:16 PM,41.96052,-87.7397833333333,2013-07-25 20:51:16
4412,2013-07-25,8:51:26 PM,41.960515,-87.7397866666667,2013-07-25 20:51:26
4413,2013-07-25,8:51:36 PM,41.960508333333294,-87.7397866666667,2013-07-25 20:51:36
4414,2013-07-25,8:51:46 PM,41.9604983333333,-87.7397916666667,2013-07-25 20:51:46
4415,2013-07-25,8:51:56 PM,41.9605266666667,-87.7398,2013-07-25 20:51:56
4416,2013-07-25,8:52:06 PM,41.9603716666667,-87.73984,2013-07-25 20:52:06
4417,2013-07-25,8:52:26 PM,41.959708333333296,-87.7398,2013-07-25 20:52:26
4418,2013-07-25,8:53:16 PM,41.95928,-87.7395966666667,2013-07-25 20:53:16
4419,2013-07-25,8:53:26 PM,41.9590033333333,-87.73903666666669,2013-07-25 20:53:26
4420,2013-07-25,8:53:36 PM,41.958905,-87.738465,2013-07-25 20:53:36
4421,2013-07-25,8:54:16 PM,41.9563166666667,-87.7380716666667,2013-07-25 20:54:16
4422,2013-07-25,8:54:26 PM,41.9558433333333,-87.73806,2013-07-25 20:54:26
4423,2013-07-25,8:54:36 PM,41.9552666666667,-87.738015,2013-07-25 20:54:36
4424,2013-07-25,8:54:46 PM,41.954598333333294,-87.7379916666667,2013-07-25 20:54:46
4425,2013-07-25,8:54:56 PM,41.954063333333295,-87.737985,2013-07-25 20:54:56
4426,2013-07-25,8:55:06 PM,41.9534033333333,-87.7379733333333,2013-07-25 20:55:06
4427,2013-07-25,8:55:16 PM,41.9528483333333,-87.7379416666667,2013-07-25 20:55:16
4428,2013-07-25,8:55:26 PM,41.952473333333295,-87.7379283333333,2013-07-25 20:55:26
4429,2013-07-25,8:55:36 PM,41.952025,-87.7378966666667,2013-07-25 20:55:36
4430,2013-07-25,8:55:46 PM,41.951601666666704,-87.7379516666667,2013-07-25 20:55:46
4431,2013-07-25,8:55:56 PM,41.951085,-87.7379333333333,2013-07-25 20:55:56
4432,2013-07-25,8:56:06 PM,41.950548333333295,-87.7379116666667,2013-07-25 20:56:06
4433,2013-07-25,8:56:16 PM,41.95003,-87.73791999999999,2013-07-25 20:56:16
4434,2013-07-25,8:56:26 PM,41.949425,-87.7379,2013-07-25 20:56:26
4435,2013-07-25,8:56:36 PM,41.948975,-87.7378733333333,2013-07-25 20:56:36
4436,2013-07-25,8:56:46 PM,41.9485066666667,-87.7380116666667,2013-07-25 20:56:46
4437,2013-07-25,8:57:16 PM,41.9477,-87.737185,2013-07-25 20:57:16
4438,2013-07-25,8:57:36 PM,41.948291666666705,-87.7366583333333,2013-07-25 20:57:36
4439,2013-07-25,8:57:46 PM,41.94887,-87.7366733333333,2013-07-25 20:57:46
4440,2013-07-25,8:57:56 PM,41.9494416666667,-87.7367016666667,2013-07-25 20:57:56
4441,2013-07-25,8:58:06 PM,41.949975,-87.73671999999999,2013-07-25 20:58:06
4442,2013-07-25,8:58:16 PM,41.95058,-87.7367466666667,2013-07-25 20:58:16
4443,2013-07-25,8:58:26 PM,41.951190000000004,-87.73676999999999,2013-07-25 20:58:26
4444,2013-07-25,8:58:46 PM,41.951603333333296,-87.73679666666669,2013-07-25 20:58:46
4445,2013-07-25,8:58:56 PM,41.9522333333333,-87.7368183333333,2013-07-25 20:58:56
4446,2013-07-25,8:59:06 PM,41.952915000000004,-87.7368616666667,2013-07-25 20:59:06
4447,2013-07-25,8:59:36 PM,41.9539583333333,-87.73688,2013-07-25 20:59:36
4448,2013-07-25,8:59:46 PM,41.954651666666706,-87.73688666666669,2013-07-25 20:59:46
4449,2013-07-25,9:00:56 PM,41.95513,-87.7370316666667,2013-07-25 21:00:56
4450,2013-07-25,9:01:06 PM,41.954783333333296,-87.73680999999999,2013-07-25 21:01:06
4451,2013-07-25,9:02:56 PM,41.95292,-87.73392333333331,2013-07-25 21:02:56
4452,2013-07-25,9:03:06 PM,41.9522333333333,-87.7339183333333,2013-07-25 21:03:06
4453,2013-07-25,9:03:16 PM,41.951755,-87.73390500000001,2013-07-25 21:03:16
4454,2013-07-25,9:03:26 PM,41.9512333333333,-87.7338933333333,2013-07-25 21:03:26
4455,2013-07-25,9:03:36 PM,41.950613333333294,-87.73388,2013-07-25 21:03:36
4456,2013-07-25,9:03:46 PM,41.950191666666704,-87.73385,2013-07-25 21:03:46
4457,2013-07-25,9:03:56 PM,41.949675,-87.7338016666667,2013-07-25 21:03:56
4458,2013-07-25,9:04:06 PM,41.949025,-87.73379,2013-07-25 21:04:06
4459,2013-07-25,9:04:16 PM,41.948434999999996,-87.7337416666667,2013-07-25 21:04:16
4460,2013-07-25,9:04:26 PM,41.9483,-87.734115,2013-07-25 21:04:26
4461,2013-07-25,9:04:36 PM,41.948235,-87.7347766666667,2013-07-25 21:04:36
4462,2013-07-25,9:04:46 PM,41.948403333333296,-87.7352233333333,2013-07-25 21:04:46
4463,2013-07-25,9:04:56 PM,41.949008333333296,-87.7352533333333,2013-07-25 21:04:56
4464,2013-07-25,9:05:06 PM,41.949543333333295,-87.7352466666667,2013-07-25 21:05:06
4465,2013-07-25,9:05:16 PM,41.9500016666667,-87.7353033333333,2013-07-25 21:05:16
4466,2013-07-25,9:05:26 PM,41.95061,-87.73530500000001,2013-07-25 21:05:26
4467,2013-07-25,9:05:36 PM,41.9512783333333,-87.7353366666667,2013-07-25 21:05:36
4468,2013-07-25,9:05:46 PM,41.951921666666706,-87.7353766666667,2013-07-25 21:05:46
4469,2013-07-25,9:05:56 PM,41.952365,-87.7354016666667,2013-07-25 21:05:56
4470,2013-07-25,9:06:46 PM,41.953175,-87.731755,2013-07-25 21:06:46
4471,2013-07-25,9:06:56 PM,41.952754999999996,-87.7310083333333,2013-07-25 21:06:56
4472,2013-07-25,9:07:06 PM,41.9524866666667,-87.73051833333331,2013-07-25 21:07:06
4473,2013-07-25,9:07:16 PM,41.9521083333333,-87.7298433333333,2013-07-25 21:07:16
4474,2013-07-25,9:07:26 PM,41.95175,-87.7292366666667,2013-07-25 21:07:26
4475,2013-07-25,9:07:36 PM,41.9512733333333,-87.72911500000001,2013-07-25 21:07:36
4476,2013-07-25,9:07:46 PM,41.95076833333329,-87.7291083333333,2013-07-25 21:07:46
4477,2013-07-25,9:07:56 PM,41.9501816666667,-87.7290666666667,2013-07-25 21:07:56
4478,2013-07-25,9:08:06 PM,41.949925,-87.72924499999999,2013-07-25 21:08:06
4479,2013-07-25,9:08:16 PM,41.949906666666706,-87.729935,2013-07-25 21:08:16
4480,2013-07-25,9:08:26 PM,41.949898333333294,-87.7305016666667,2013-07-25 21:08:26
4481,2013-07-25,9:08:36 PM,41.950205,-87.7306466666667,2013-07-25 21:08:36
4482,2013-07-25,9:08:46 PM,41.950711666666706,-87.730665,2013-07-25 21:08:46
4483,2013-07-25,9:08:56 PM,41.951243333333295,-87.73071999999999,2013-07-25 21:08:56
4484,2013-07-25,9:09:06 PM,41.951711666666704,-87.7307416666667,2013-07-25 21:09:06
4485,2013-07-25,9:09:16 PM,41.9523766666667,-87.7307583333333,2013-07-25 21:09:16
4486,2013-07-25,9:09:26 PM,41.9523566666667,-87.7303916666667,2013-07-25 21:09:26
4487,2013-07-25,9:09:36 PM,41.9519566666667,-87.7296833333333,2013-07-25 21:09:36
4488,2013-07-25,9:09:46 PM,41.951643333333294,-87.72912,2013-07-25 21:09:46
4489,2013-07-25,9:09:56 PM,41.9512583333333,-87.72841,2013-07-25 21:09:56
4490,2013-07-25,9:10:26 PM,41.949293333333294,-87.727475,2013-07-25 21:10:26
4491,2013-07-25,9:10:36 PM,41.9489066666667,-87.7277616666667,2013-07-25 21:10:36
4492,2013-07-25,9:10:46 PM,41.948895,-87.72861,2013-07-25 21:10:46
4493,2013-07-25,9:10:56 PM,41.9488416666667,-87.7294066666667,2013-07-25 21:10:56
4494,2013-07-25,9:11:06 PM,41.948865000000005,-87.73024833333331,2013-07-25 21:11:06
4495,2013-07-25,9:11:16 PM,41.94867,-87.73057666666669,2013-07-25 21:11:16
4496,2013-07-25,9:11:26 PM,41.94816166666671,-87.73057666666669,2013-07-25 21:11:26
4497,2013-07-25,9:11:36 PM,41.948043333333295,-87.73004,2013-07-25 21:11:36
4498,2013-07-25,9:11:46 PM,41.94807,-87.7294066666667,2013-07-25 21:11:46
4499,2013-07-25,9:11:56 PM,41.94808,-87.72867,2013-07-25 21:11:56
