,Date,Time,Latitude,Longitude,DateTime
11609,2013-08-29,8:25:47 PM,41.785636666666704,-87.7130033333333,2013-08-29 20:25:47
11610,2013-08-29,8:25:57 PM,41.785186666666704,-87.7129966666667,2013-08-29 20:25:57
11611,2013-08-29,8:26:07 PM,41.7846266666667,-87.712975,2013-08-29 20:26:07
11612,2013-08-29,8:26:17 PM,41.7841733333333,-87.7129433333333,2013-08-29 20:26:17
11613,2013-08-29,8:26:27 PM,41.7836,-87.7129316666667,2013-08-29 20:26:27
11614,2013-08-29,8:26:37 PM,41.783,-87.7129066666667,2013-08-29 20:26:37
11615,2013-08-29,8:26:47 PM,41.782453333333294,-87.7128666666667,2013-08-29 20:26:47
11616,2013-08-29,8:26:57 PM,41.781853333333295,-87.7128666666667,2013-08-29 20:26:57
11617,2013-08-29,8:27:07 PM,41.7812616666667,-87.71283333333331,2013-08-29 20:27:07
11618,2013-08-29,8:27:17 PM,41.78074166666671,-87.7127983333333,2013-08-29 20:27:17
11619,2013-08-29,8:27:27 PM,41.780086666666705,-87.7127683333333,2013-08-29 20:27:27
11620,2013-08-29,8:27:37 PM,41.779481666666705,-87.71275,2013-08-29 20:27:37
11621,2013-08-29,8:27:57 PM,41.778718333333295,-87.7126933333333,2013-08-29 20:27:57
11622,2013-08-29,8:28:07 PM,41.77819,-87.71269000000001,2013-08-29 20:28:07
11623,2013-08-29,8:28:17 PM,41.77768,-87.712685,2013-08-29 20:28:17
11624,2013-08-29,8:28:27 PM,41.7772333333333,-87.7126716666667,2013-08-29 20:28:27
11625,2013-08-29,8:28:37 PM,41.7766766666667,-87.71266,2013-08-29 20:28:37
11626,2013-08-29,8:28:47 PM,41.776213333333295,-87.71265,2013-08-29 20:28:47
11627,2013-08-29,8:28:57 PM,41.775755,-87.712645,2013-08-29 20:28:57
11628,2013-08-29,8:29:07 PM,41.775343333333296,-87.7126333333333,2013-08-29 20:29:07
11629,2013-08-29,8:29:17 PM,41.7747683333333,-87.71262166666669,2013-08-29 20:29:17
11630,2013-08-29,8:29:27 PM,41.774305,-87.7126116666667,2013-08-29 20:29:27
11631,2013-08-29,8:29:37 PM,41.773845,-87.7125966666667,2013-08-29 20:29:37
11632,2013-08-29,8:29:47 PM,41.773375,-87.712585,2013-08-29 20:29:47
11633,2013-08-29,8:29:57 PM,41.7728633333333,-87.71257,2013-08-29 20:29:57
11634,2013-08-29,8:30:07 PM,41.7723266666667,-87.7125566666667,2013-08-29 20:30:07
11635,2013-08-29,8:30:17 PM,41.77187,-87.7125433333333,2013-08-29 20:30:17
11636,2013-08-29,8:31:07 PM,41.7718783333333,-87.7078483333333,2013-08-29 20:31:07
11637,2013-08-29,8:31:17 PM,41.77236,-87.70784499999999,2013-08-29 20:31:17
11638,2013-08-29,8:31:27 PM,41.772890000000004,-87.70789,2013-08-29 20:31:27
11639,2013-08-29,8:31:37 PM,41.7734183333333,-87.7078916666667,2013-08-29 20:31:37
11640,2013-08-29,8:31:47 PM,41.77401333333329,-87.70793499999999,2013-08-29 20:31:47
11641,2013-08-29,8:31:57 PM,41.7744583333333,-87.7079566666667,2013-08-29 20:31:57
11642,2013-08-29,8:32:07 PM,41.775093333333295,-87.7079833333333,2013-08-29 20:32:07
11643,2013-08-29,8:32:17 PM,41.7756466666667,-87.7080016666667,2013-08-29 20:32:17
11644,2013-08-29,8:32:27 PM,41.7762683333333,-87.70801,2013-08-29 20:32:27
11645,2013-08-29,8:32:37 PM,41.776928333333295,-87.708035,2013-08-29 20:32:37
11646,2013-08-29,8:32:47 PM,41.777590000000004,-87.70805666666669,2013-08-29 20:32:47
11647,2013-08-29,8:32:57 PM,41.7782016666667,-87.7080733333333,2013-08-29 20:32:57
11648,2013-08-29,8:33:47 PM,41.779055,-87.7080733333333,2013-08-29 20:33:47
11649,2013-08-29,8:33:57 PM,41.77971166666671,-87.7081033333333,2013-08-29 20:33:57
11650,2013-08-29,8:34:07 PM,41.7803466666667,-87.7081166666667,2013-08-29 20:34:07
11651,2013-08-29,8:34:17 PM,41.78097,-87.7081366666667,2013-08-29 20:34:17
11652,2013-08-29,8:34:27 PM,41.7816166666667,-87.7081483333333,2013-08-29 20:34:27
11653,2013-08-29,8:34:37 PM,41.78224166666671,-87.70815999999999,2013-08-29 20:34:37
11654,2013-08-29,8:34:47 PM,41.7828533333333,-87.7081666666667,2013-08-29 20:34:47
11655,2013-08-29,8:34:57 PM,41.783396666666704,-87.7082033333333,2013-08-29 20:34:57
11656,2013-08-29,8:35:07 PM,41.7839516666667,-87.708225,2013-08-29 20:35:07
11657,2013-08-29,8:35:17 PM,41.7845683333333,-87.70823666666669,2013-08-29 20:35:17
11658,2013-08-29,8:36:17 PM,41.78601,-87.7059983333333,2013-08-29 20:36:17
11659,2013-08-29,8:36:27 PM,41.7855783333333,-87.70584000000001,2013-08-29 20:36:27
11660,2013-08-29,8:36:37 PM,41.7849983333333,-87.70581999999999,2013-08-29 20:36:37
11661,2013-08-29,8:36:47 PM,41.784333333333294,-87.705805,2013-08-29 20:36:47
11662,2013-08-29,8:36:57 PM,41.7837,-87.7057816666667,2013-08-29 20:36:57
11663,2013-08-29,8:37:07 PM,41.7830483333333,-87.7057533333333,2013-08-29 20:37:07
11664,2013-08-29,8:37:17 PM,41.782433333333294,-87.7057366666667,2013-08-29 20:37:17
11665,2013-08-29,8:37:27 PM,41.781828333333294,-87.70569,2013-08-29 20:37:27
11666,2013-08-29,8:37:37 PM,41.781203333333295,-87.7056716666667,2013-08-29 20:37:37
11667,2013-08-29,8:37:47 PM,41.780553333333295,-87.70564499999999,2013-08-29 20:37:47
11668,2013-08-29,8:37:57 PM,41.7799016666667,-87.7056116666667,2013-08-29 20:37:57
11669,2013-08-29,8:38:07 PM,41.7792833333333,-87.7055883333333,2013-08-29 20:38:07
11670,2013-08-29,8:38:37 PM,41.778631666666705,-87.7055516666667,2013-08-29 20:38:37
11671,2013-08-29,8:38:47 PM,41.7780983333333,-87.7055433333333,2013-08-29 20:38:47
